delta_mean,delta_std,delta_max,delta_median,theta_mean,theta_std,theta_max,theta_median,alpha_mean,alpha_std,alpha_max,alpha_median,beta_mean,beta_std,beta_max,beta_median,gamma_mean,gamma_std,gamma_max,gamma_median,energy_mean,energy_std,signal_mean,signal_std,signal_skew,signal_kurtosis,spec_ent_mean,spec_ent_std,corr_mean,corr_std,corr_max,alpha_beta_ratio_mean,edf_file,label
0.5387438552199079,0.11848396643485502,0.7709047608124598,0.5109782120413584,0.16956508068319462,0.05500332149421401,0.2604742945555314,0.17466727087083053,0.05104577880310883,0.02789835402122257,0.11263881553540339,0.047088250863189074,0.07279119649488665,0.03731514226268075,0.13211887230254912,0.0800563267485427,0.05426379585621824,0.030031092530918645,0.1024124075139063,0.04295438516688949,2560.0,3.672416155892498e-13,3.0772486008632056e-18,1.0,0.2587153534911113,4.929135676546754,3.6371007789702596,0.5482686325759912,0.10064526715181905,0.32422758790260536,0.9999999999999998,0.7353628988298094,chb01_01.edf,
0.4444909728079076,0.05594287891968529,0.5651307478693708,0.44028905766172993,0.23803156977358175,0.05562185983709065,0.37126699422754394,0.2423699556192284,0.07004507711061927,0.020417072537396757,0.1189979036286394,0.0640548740686662,0.083978129350038,0.028871988066726376,0.1635972445117768,0.07909094466539736,0.044762947570999856,0.016371018264437376,0.10530308045939726,0.04573944524260405,2560.0,5.106287446144193e-13,-6.2148354095864744e-18,0.9999999999999999,0.17704705372618065,2.535477319200135,3.911760134124919,0.27036730782697266,0.07547703459091422,0.2781407578569319,0.9999999999999998,0.8718635394022055,chb01_01.edf,
0.4736108511011028,0.07075172215232983,0.6102357396404927,0.46954598871114983,0.2286012883280986,0.05759081258792851,0.38068103057846636,0.24213655203148648,0.06265520660308883,0.013914548848498461,0.08793829569533691,0.061210401379154775,0.07015016388512729,0.02497296581889141,0.11285694996428842,0.06780233249774979,0.0402800228447183,0.018136125398296267,0.09426588568050501,0.03920168822016199,2560.0,3.547891072255397e-13,3.1375868087232685e-18,1.0,0.7789752849173963,5.892023247167549,3.7664192297496317,0.30713642549097125,0.11265627953163483,0.30997539369025373,0.9999999999999998,0.9832238380907773,chb01_01.edf,
0.4443127513071505,0.058809631636022736,0.5941600971687091,0.45140589958205324,0.18119751470898698,0.04100170401055766,0.2740712376205586,0.1779127814132029,0.04842710955521731,0.012401682168027664,0.07319939751492195,0.050003220899968004,0.06967539177604469,0.031479292293272454,0.14831187765835688,0.07115698583931072,0.05312119478476503,0.028799877379574942,0.13788846503425464,0.05228464386605797,2560.0,3.792855096563922e-13,7.240584943207542e-19,0.9999999999999999,0.7916194552303802,5.42877824358038,3.792830672108664,0.36477194769643484,0.12733279058014618,0.346262485171553,0.9999999999999998,0.8228580585985322,chb01_01.edf,
0.4401476117444954,0.07497370286934715,0.5652432346499212,0.4331377338094782,0.1832728482565031,0.05896310650654255,0.3276596056992177,0.19129616031433155,0.05669381008750773,0.02323798668399073,0.10268563611193679,0.054057122055133605,0.09565799907992877,0.04975837243786098,0.25252010731494806,0.08045468928835044,0.08733069243529588,0.06086541255467307,0.31168778780642825,0.07092796287834136,2560.0,4.547473508864641e-13,-4.2236745502044e-18,1.0,0.16110464740632832,1.9354210027166596,4.010459237950782,0.4772628302392764,0.08510582296494518,0.32257880415074475,0.9999999999999998,0.741838217568949,chb01_01.edf,
0.40170729913685876,0.06455817982709064,0.4928300620587869,0.39759290688556137,0.20356810616848958,0.06487014843857392,0.40905611322961366,0.20841167606563082,0.06270094977535791,0.022275286307011095,0.10440358587825434,0.05961097855089783,0.09720550563706995,0.04596526047299938,0.22868738183100026,0.08744917610102515,0.07954290394060849,0.05217753083137759,0.24327987705959428,0.07442584151146729,2560.0,4.345261395000803e-13,6.033820786006285e-19,1.0,0.26377454754276236,2.11566791177684,4.07538013061722,0.42007390940280326,0.08978126338888182,0.2947451630428687,0.9999999999999998,0.799145159396268,chb01_01.edf,
0.44496351057788175,0.056084094227612166,0.563977622336196,0.4480099377251316,0.23714709406155746,0.0466738335279827,0.3398885782253106,0.24184056171339127,0.06236693297222584,0.019579718613184076,0.10796648566401876,0.06196076965741265,0.08634951322397307,0.0353438325674232,0.19740023375121826,0.07695479085811291,0.06525275014171886,0.0415730702017824,0.1930689314301878,0.049770044957853865,2560.0,4.547473508864641e-13,2.594542937982703e-18,1.0,0.5925212753469068,4.464002874144391,3.9505208674058423,0.28358995991836394,0.16807569110756818,0.31068305834873383,1.0,0.84806142862213,chb01_01.edf,
0.4716681517594727,0.05409805801179551,0.549610684490687,0.46840091278910556,0.19346608525649275,0.04346571214813812,0.3107760589707892,0.18196521836473828,0.05523830329520397,0.017524653391576814,0.08500219380429773,0.05928267455926903,0.07803014679397484,0.03688431866510728,0.21697767522347497,0.069554939276555,0.06054296392115665,0.03646859515976592,0.17520841953952393,0.0484983172811588,2560.0,4.02293033825746e-13,-4.344350965924526e-18,1.0,0.4509782700940965,3.53581672111447,3.8054694250249734,0.28437257424666296,0.19600138686816912,0.31887845892010513,0.9999999999999996,0.8243297583726575,chb01_01.edf,
0.44888461449937483,0.056620686608010895,0.5651403287122881,0.4415897685161212,0.20297117637217763,0.059824240204234096,0.34599234578075194,0.2010424502529006,0.059927050318549314,0.019274554007459175,0.10734625579545452,0.06255170882055495,0.0950955519659796,0.03778583826962584,0.20762930984291336,0.08564709490428261,0.07019094983517846,0.03591824606544631,0.1531961456708847,0.05926894368647512,2560.0,4.02293033825746e-13,9.654113257610057e-19,1.0,0.32820430173491677,2.8467207667572234,3.938544723567505,0.26711059619064426,0.157621657392787,0.30527311015458014,0.9999999999999998,0.7292171659405693,chb01_01.edf,
0.408760417536354,0.05998456937112851,0.5808418378658302,0.4005230504917693,0.21533230542011642,0.048333115345063585,0.3311755968371109,0.22224290980499242,0.06099163408228003,0.011158762212082642,0.08511714198202178,0.06059713873596211,0.10368564577990666,0.04356414664767469,0.23241729254987673,0.09295714118407836,0.07830383907095011,0.04805982935488538,0.20013297276757283,0.06379467203930142,2560.0,4.4475168299125084e-13,-3.0169103930031427e-18,1.0,0.42643387200861127,2.3242359757201614,4.080425863226978,0.307576498779415,0.14691440247499576,0.2847765450032613,0.9999999999999998,0.7000821406452219,chb01_01.edf,
0.4264452839195402,0.06308187330485344,0.5365469660341053,0.43203464856838836,0.22952470599749902,0.0544632054247739,0.36700395870795843,0.2224827668344081,0.06789572544356283,0.01208786194205682,0.08833222568759891,0.06587104632666269,0.11418927072946027,0.061739557677894866,0.3155122896953879,0.09382553406585398,0.08311693141796758,0.056280659272606476,0.22478726362166382,0.06680357187684802,2560.0,4.240540912361729e-13,-4.525365589504714e-18,1.0,0.3317673834387628,2.1705716651856806,4.117499603024293,0.4006902844131052,0.14718058012550111,0.29201664869769123,1.0,0.7808476900415338,chb01_01.edf,
0.44760288318426367,0.05813840344381174,0.5631422024837469,0.43964443849832546,0.20207411151413723,0.07918310817158355,0.32176350556438144,0.19807934743607034,0.05939526799609664,0.02725565489554373,0.1140525477184948,0.057572839401998144,0.06989066955330735,0.029233430453347267,0.13986003193232863,0.06616638373293665,0.05515109818910786,0.031005476620150494,0.15232010595881948,0.04613421685179739,2560.0,4.02293033825746e-13,-3.2582632244433943e-18,0.9999999999999999,0.5816711072496105,5.669687459775153,3.772746749272358,0.35920815475652806,0.17065162571032158,0.33439689005980466,1.0,0.95914035890248,chb01_01.edf,
0.43855794633962514,0.043462129440322475,0.5084566643623469,0.43886807851649845,0.20579919889971193,0.07861665438575172,0.33157559200199893,0.21550337318320711,0.0534891000247656,0.022443834143026923,0.09205466739056355,0.04689028234641367,0.073169229411754,0.03129574587877912,0.13496323584455724,0.062001417413626095,0.06078619384637106,0.03282038926132475,0.14084871773510388,0.05123859632110617,2560.0,3.144869309872432e-13,-2.53420473012264e-18,1.0,0.4518882613175896,3.9260594558732302,3.8167104595777728,0.3285191599184467,0.15184938680209245,0.3358667634513839,0.9999999999999998,0.8575804151811791,chb01_01.edf,
0.39558895683208184,0.04974040505949909,0.47078907074568543,0.39810313620067894,0.20392982017021843,0.06451133025638661,0.29726685855122503,0.22669293280419353,0.06163581086013552,0.02569917531175953,0.12912399492211288,0.06378060854047277,0.10003669784659172,0.04067903901590962,0.19341756218482503,0.09766661358729997,0.07573626499930333,0.038940062721319765,0.17476901020597999,0.06446543177116013,2560.0,3.672416155892498e-13,2.594542937982703e-18,1.0,0.39910921968883484,2.826874233127537,4.079137959489442,0.3164713782670802,0.12047592038366046,0.2900183548777743,1.0,0.7209549104148468,chb01_01.edf,
0.4218934839332432,0.08153586789792332,0.5686569540751693,0.42899932459370316,0.22550139797194452,0.06252141141500803,0.31329710452311443,0.23970829872228167,0.07128488839160053,0.02649516916872753,0.1237202876280043,0.07656940785772245,0.09557787552239834,0.042169212070282715,0.22143093623055526,0.09823706784111096,0.06857547929459036,0.04757467177149048,0.22972897436345646,0.05496528656952185,2560.0,4.741068870704902e-13,-8.085319853248422e-18,0.9999999999999999,0.4326192856170589,3.254199534381616,4.01116015720254,0.439575581902228,0.14476819874276017,0.2908022991057695,0.9999999999999996,0.8474201706958694,chb01_01.edf,
0.5334551722266333,0.14010560125051358,0.8457634730107986,0.5087969055484413,0.18819775368681332,0.04974857250030349,0.27659179692148433,0.1830174967025346,0.060865409745952344,0.02524016822524335,0.10275970608997362,0.05667996094500586,0.08194764015148696,0.0389423589068176,0.18826810426739238,0.08722399418890668,0.06336543837821722,0.04098469419318895,0.19095335295177318,0.05295138108612402,2560.0,3.547891072255397e-13,3.620292471603771e-19,0.9999999999999999,0.4680418044075538,4.404294034007456,3.7757811663854115,0.5075773759479902,0.1835064813183088,0.29326913345957656,0.9999999999999998,0.874644035673156,chb01_01.edf,
0.49484261172637295,0.11896409077691236,0.7101922974078183,0.48617796228343807,0.17190753985835347,0.051202073936968975,0.26806437664541266,0.16806019890441398,0.04618525574492562,0.023093555237544843,0.08467004211767576,0.039250650585085575,0.076631390372305,0.0398921001975502,0.17146196446589224,0.06705348887097685,0.0713932387546278,0.06193165675403867,0.22076954365389742,0.046678842031458806,2560.0,4.240540912361729e-13,-6.999232111767291e-18,1.0,0.4827765440198845,4.690404649094423,3.763672374433688,0.5658614966241524,0.20857280327517397,0.3067080788980161,0.9999999999999998,0.7075566219885318,chb01_01.edf,
0.43485126554761605,0.09280351559871668,0.6163804804240074,0.42538654136781545,0.19459671194132797,0.07165434840213172,0.3478750031125625,0.17995934519716356,0.046562365494826716,0.01954032432154351,0.07743222458220748,0.052960275336441834,0.093363414592696,0.04125096322647215,0.18707051913314476,0.08483275221445818,0.0920430394161715,0.06619897608240606,0.23448587372214008,0.06480485644495014,2560.0,4.240540912361729e-13,0.0,1.0,0.45214370569680934,5.512704205806363,3.994742936169947,0.4996574170855708,0.17909760728588492,0.2867126930068824,1.0,0.5785339072134644,chb01_01.edf,
0.43105472235369285,0.08264349179895351,0.5780999474938489,0.44441748094874495,0.1970417949526997,0.07873389811963538,0.34261790286600247,0.19374968414372967,0.05775412971109584,0.030502771844300787,0.10205559462937507,0.06082647689374844,0.08567960122979561,0.03805142241418491,0.17820149382901782,0.08892975400934629,0.07175421164292628,0.0413203999157714,0.1875359172810651,0.06821166209751654,2560.0,2.322639913724057e-13,-5.3097622916855314e-18,1.0,0.26646902249086296,2.9823630999634023,3.916762008472474,0.49178625629460726,0.1584776101284648,0.29535553204050324,0.9999999999999998,0.7384768279910764,chb01_01.edf,
0.4757255404052567,0.10080989696399503,0.6388772943698094,0.4810966610879561,0.18188767102498304,0.07074851071344682,0.32025957537174565,0.17682204772820184,0.05636188657026055,0.03697276534047877,0.12104213482772372,0.03961288822349712,0.06780168461228962,0.03152807968689733,0.12964567074587274,0.06254877339096321,0.05671269069355955,0.029609737617426374,0.13514717286013653,0.04819208327327889,2560.0,4.345261395000803e-13,-9.654113257610057e-19,1.0,0.26418452240711243,1.5328973564083128,3.717752070790314,0.49779785776350133,0.1925184485812675,0.32978071625867494,1.0,0.8264577826794206,chb01_01.edf,
0.5251650208034715,0.09499417213013513,0.6563400952389341,0.5235423489870618,0.17133739197324954,0.05128875378433156,0.2884597803150443,0.15547251949108068,0.04953713546178741,0.03203198051037583,0.09522285879655326,0.04636832820483654,0.07231778374196188,0.03257401110869332,0.14349481454760704,0.07398076788165593,0.06802825089479574,0.038829337023938613,0.15671291576906474,0.05645525387615924,2560.0,4.345261395000803e-13,-4.344350965924526e-18,1.0,0.2520539765601059,1.9307276241587044,3.714641817106155,0.46876331013099,0.18636481602283334,0.3132345679801669,0.9999999999999998,0.6874888588510286,chb01_01.edf,
0.5209836372132594,0.1080820846332038,0.6882280707011849,0.48645268073492465,0.15433587798042175,0.04937870879936564,0.3052883042302014,0.14667884816125118,0.0465017406965928,0.02837216294430718,0.10787976526232698,0.0443795513623583,0.0672482739147083,0.03400052639652428,0.13607495251567578,0.0650385962497816,0.058129049242771014,0.039961945086461774,0.14050460639657628,0.04071469708962647,2560.0,3.90958554644883e-13,2.6548811458427657e-18,1.0,0.18592520276022403,2.2934329042036454,3.630066458077015,0.525248011252934,0.2170663789865166,0.3168681545200251,0.9999999999999998,0.7423660270105228,chb01_01.edf,
0.48331642178910605,0.07987993637606326,0.6088254070801268,0.47505189588234575,0.15956016352185262,0.052758738284508506,0.29529451777645654,0.1542860799208298,0.05180216867942909,0.03178784463612496,0.11275144619760041,0.051339815745177785,0.0690307731970843,0.036761823029532785,0.15808494123828257,0.06871096597822475,0.05530775802145015,0.03675315097680099,0.1417658652110088,0.041565392163009515,2560.0,3.547891072255397e-13,-1.9308226515220114e-18,1.0,0.21692762328454496,1.896479280706087,3.6641703614012533,0.5433956586765178,0.2388828147675814,0.32801323111079395,0.9999999999999998,0.8047700626603758,chb01_01.edf,
0.44997615420491444,0.09950303959372302,0.5977246694085958,0.4596930356346055,0.17077813708730163,0.040590112106967814,0.26117795997190163,0.16084097481629273,0.048809097171131285,0.029549316551034405,0.13612989696520716,0.0403120423548835,0.09639300828188178,0.047928141005228554,0.18320450526306678,0.08508168911751175,0.08137033247967265,0.05391932411089804,0.20102790805465934,0.0631599081674152,2560.0,4.345261395000803e-13,-4.8270566288050285e-19,1.0,0.2514352693944432,4.065731615114039,3.96469876991199,0.5166775869094199,0.19760293517527497,0.30771468905890775,0.9999999999999998,0.5938879970867602,chb01_01.edf,
0.4376181398461814,0.0851021508607622,0.5740598331396274,0.45197416496999326,0.142163563756373,0.04611639250162603,0.2646193992013506,0.12392553844576483,0.04354118500842765,0.02602977430364068,0.09040500914795065,0.036231282020486685,0.08696095394371639,0.059273284972352666,0.21729491736834677,0.06763098662925522,0.07645254280296251,0.06630397403228899,0.23928423239081187,0.053500862436999135,2560.0,4.741068870704902e-13,-1.9308226515220114e-18,0.9999999999999999,0.37444912931267155,4.161788785806151,3.8289215475622003,0.6228829241515529,0.24282081436420186,0.3342197444718921,0.9999999999999998,0.6490264301332789,chb01_01.edf,
0.49378696834397945,0.10759475631454771,0.7011902818451207,0.4935185270151503,0.17881060383742642,0.05305369499606609,0.28193064873961815,0.18705166081008195,0.051197229122002995,0.027042213745272464,0.09907059180674306,0.050906096194164946,0.07416113968465755,0.047992554242461224,0.1941045895353004,0.06385797339423878,0.06160874180088414,0.04851984413783879,0.2029884072643373,0.04742935375286035,2560.0,3.672416155892498e-13,-5.551115123125783e-18,1.0,0.6514964714078438,4.319431750395362,3.694009940299765,0.5482756449173446,0.22962114602007125,0.328676995320722,0.9999999999999998,0.9090646645034451,chb01_01.edf,
0.5143669066967458,0.08427011283371305,0.6481096821250477,0.5035682223088939,0.20777224688741716,0.0541053528542326,0.31060236759103294,0.2177924003478455,0.05073144383109726,0.014954898318948973,0.07236346565499545,0.05268925826629077,0.06712098793738415,0.03583019768461962,0.1494690121967385,0.06665791397334776,0.05488059831904004,0.034781945310547874,0.14093413293145002,0.05128513253532767,2560.0,3.792855096563922e-13,-7.240584943207542e-19,1.0,0.4891408415475926,4.563120973531124,3.662838110853025,0.40334657653846046,0.16315684266562866,0.3225808464342137,0.9999999999999998,0.9612333795231528,chb01_01.edf,
0.5303596582420544,0.09073707408660743,0.7041955113987504,0.497388284152105,0.20368115694982195,0.05031791984099673,0.28388565967136575,0.2035591292667207,0.04485314849907822,0.015495809637361057,0.07085555521151872,0.046068773038334315,0.06467380407704756,0.03126511417846111,0.14122534289512634,0.06564955357987075,0.054594901628502605,0.033343486741614026,0.14884299284976862,0.05094179722653217,2560.0,3.284708866497636e-13,-4.102998134484274e-18,1.0,0.6197701104606819,6.917014093062514,3.614124138639866,0.4045942795110864,0.1586444421333343,0.31899801474683936,0.9999999999999998,0.7935704386007063,chb01_01.edf,
0.4321566944394119,0.08255037561790024,0.6237068324304218,0.42142648885862666,0.253197050794353,0.051048721578953106,0.35991993305598463,0.25701981507454846,0.067303036732313,0.0224793040065001,0.12530036816767562,0.06651368946733353,0.08796604667770754,0.02962374263173537,0.16939743644707028,0.08102523916107776,0.06645346839631232,0.030508825331804764,0.15408200602334582,0.06452878846006344,2560.0,4.741068870704902e-13,0.0,1.0,0.10206049030072906,3.016959924899803,4.00455207244628,0.3054265958721705,0.11585913700117888,0.2874099632398308,1.0,0.8401216564118614,chb01_01.edf,
0.46925253221111474,0.06031219483754181,0.6192760452986552,0.4538326965896611,0.2453665955165029,0.05245879460431555,0.3214866178688134,0.2693986097492346,0.05374562099289454,0.01893826216873215,0.09280906716212006,0.06212998593668638,0.06868043542171053,0.023301945491070293,0.11944452689704156,0.0676780047279231,0.04998837011517135,0.025252808390467313,0.12043137210583738,0.04832936216878538,2560.0,3.90958554644883e-13,-3.37893964016352e-18,1.0,0.445235729027352,4.515947011747175,3.768319128494306,0.2953362218036643,0.1478789882709817,0.3039073235132513,1.0,0.8334126847854971,chb01_01.edf,
0.41268294917481396,0.048148360315519584,0.4870218177644711,0.4197632703496199,0.19737975294489205,0.05484394915278188,0.32568210074599835,0.19676581325809178,0.05283356914558237,0.018682356330895065,0.10631102188946961,0.054637698513230026,0.0779449038118829,0.030108720771418764,0.16017469558317768,0.0752669653810427,0.05477054789550912,0.03149487505112397,0.14335821632137916,0.046315671092673566,2560.0,3.547891072255397e-13,3.620292471603771e-18,1.0,0.43762602093877057,5.232333252001062,3.8717118507967565,0.29931883609063753,0.1725254125516282,0.3240137928996248,0.9999999999999998,0.7591644027317189,chb01_01.edf,
0.5030037106141279,0.079792104303786,0.6427542485672214,0.5083831023959169,0.1773102556559403,0.06816722064793887,0.2961750906104811,0.1912269095953213,0.058165590048235724,0.025644378631822222,0.11398663635073056,0.05992591175675843,0.0748027131193968,0.03519100355711308,0.18047785727032356,0.07281587305243009,0.057168644097527574,0.037444472969902436,0.17872446334349568,0.048583827576235195,2560.0,3.418833382766535e-13,-3.1375868087232685e-18,1.0,0.3706613883178392,3.1906116838389265,3.64337677476441,0.4873525609949733,0.19108529943694805,0.3325901308079574,0.9999999999999998,0.8698740369526669,chb01_01.edf,
0.4807201651424722,0.10024152535811692,0.6919999491136832,0.4868060874856193,0.17371841479301994,0.06615994919663508,0.309721958346504,0.17931569745783385,0.06509428283678637,0.03215782749402056,0.12590563416689785,0.06089601725642242,0.07950816143106156,0.029564002726803228,0.14279142252016735,0.08547657056112495,0.06331218780980218,0.0347423837611954,0.15697293709873283,0.06133599572586131,2560.0,3.792855096563922e-13,-1.5687934043616342e-18,1.0,0.24653333369276992,3.2302223744376732,3.776113194301587,0.4851154761547904,0.16227991411439857,0.3148596547373148,0.9999999999999998,0.8825281935512963,chb01_01.edf,
0.4794698180502487,0.0790929354786564,0.6884268693742874,0.47595031990975517,0.21571881207190416,0.036446952108089514,0.3038400891900856,0.21002682000640516,0.07731241565354602,0.030620780460532272,0.13698998662844733,0.06905189637330701,0.08935624742248348,0.031416229754342696,0.18550091913610856,0.08679665217770396,0.06741857782867654,0.034383214990835756,0.17025454851692312,0.06432097125765622,2560.0,3.90958554644883e-13,2.051499067242137e-18,1.0,0.03185500377282607,2.2044220423733183,3.972830261527986,0.31574800418592147,0.11652143954829648,0.2941979912023204,0.9999999999999998,0.9647359189205088,chb01_01.edf,
0.4210400972517379,0.053460321626179204,0.5513353494207045,0.4230558927771384,0.27709217408903336,0.05887162500499271,0.39178009747981346,0.28529263671197186,0.07381751089523321,0.022600542255359228,0.11091926520634578,0.06287927214779247,0.08568395350227893,0.02785538749789462,0.16005354228259044,0.08593878855391932,0.062438795318800644,0.03344697044017677,0.14872334270899318,0.05522814058168097,2560.0,4.547473508864641e-13,-2.2023445868922942e-18,1.0,0.18135263139175906,1.8729268091144284,4.03443829933048,0.26040765636901425,0.12644389057643768,0.2785184533889744,0.9999999999999998,0.973675006726776,chb01_01.edf,
0.4211488724677867,0.10283099863466055,0.730011050021311,0.4049150323051214,0.2661944555600711,0.07766729200799921,0.3830740396573533,0.27599373073222305,0.058049815827902876,0.019137709500575566,0.09897085435596951,0.05684046320018177,0.09565391793516699,0.04347740226412936,0.18740798934328867,0.08937008889380794,0.07762550523596783,0.052370826281943804,0.21080635960495983,0.06581369245550808,2560.0,3.144869309872432e-13,-4.133167238414306e-18,1.0,0.5349055959178844,4.6334691069678415,4.036397222191178,0.35888141822811515,0.14195191235661125,0.29065270384707165,0.9999999999999998,0.7548331389310982,chb01_01.edf,
